YEAR AS CUSTOMER,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_state,incident_city,incident_location,incident_hour_of_the_day,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
20.50,44,996850,3/8/1995,OH,100/300,1000,1397,0,MALE,High School,machine-op-inspct,reading,1/3/2015,Single Vehicle Collision,Rear Collision,NY,Arlington,7705 Lincoln Drive,6,61740,6860,6860,48020,Accura,MDX,1997
9.17,27,284834,8/3/2009,OH,500/1000,1000,1664.66,0,FEMALE,Associate,priv-house-serv,golf,2/5/2015,Single Vehicle Collision,Side Collision,SC,Springfield,8602 Washington Ridge,3,57500,5750,5750,46000,Audi,A3,2010
19.67,39,830878,11/3/1996,IN,250/500,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,reading,1/1/2015,Parked Car,?,NY,Springfield,2832 Andromedia Lane,17,8700,870,1740,6090,Accura,RSX,2003
22.25,46,270208,8/9/2004,OH,100/300,2000,1546.01,0,FEMALE,MD,adm-clerical,polo,1/6/2015,Multi-vehicle Collision,Front Collision,VA,Riverwood,9760 4th Hwy,4,77100,15420,7710,53970,Volkswagen,Jetta,1996
38.58,57,407958,7/20/1991,IL,250/500,500,1063.67,0,MALE,Masters,priv-house-serv,dancing,2/3/2015,Single Vehicle Collision,Front Collision,NY,Springfield,2509 Rock Drive,14,59400,6600,6600,46200,Dodge,Neon,1995
25.25,46,832300,1/14/2005,IN,100/300,1000,709.14,0,MALE,Masters,machine-op-inspct,kayaking,2/12/2015,Multi-vehicle Collision,Rear Collision,NY,Northbrook,2063 Weaver St,3,54890,9980,4990,39920,Toyota,Corolla,2006
11.42,30,927205,12/16/2011,IL,250/500,500,1039.55,0,MALE,MD,exec-managerial,kayaking,2/16/2015,Multi-vehicle Collision,Front Collision,WV,Columbus,3818 Texas Ridge,4,74030,6730,13460,53840,Chevrolet,Tahoe,2005
4.67,42,655356,7/7/1996,IL,250/500,500,1339.39,0,FEMALE,Associate,adm-clerical,chess,2/25/2015,Single Vehicle Collision,Rear Collision,NY,Columbus,3929 Elm Ave,13,61490,11180,11180,39130,BMW,X5,1998
6.25,27,831053,8/5/1992,IN,250/500,1000,1202.75,0,MALE,High School,handlers-cleaners,board-games,1/21/2015,Multi-vehicle Collision,Front Collision,SC,Northbrook,9911 Britain Lane,23,79560,6630,13260,59670,Volkswagen,Passat,2003
10.92,33,432740,10/9/1990,IL,100/300,2000,1081.17,0,MALE,MD,sales,yachting,1/28/2015,Parked Car,?,NY,Northbend,3246 Britain Ridge,3,4900,490,490,3920,Toyota,Camry,2010
12.75,34,893853,2/27/1994,IL,250/500,500,991.39,0,MALE,High School,tech-support,paintball,2/27/2015,Multi-vehicle Collision,Side Collision,WV,Springfield,2696 Cherokee Ridge,0,77770,14140,14140,49490,Nissan,Pathfinder,2000
21.25,43,594988,5/6/2007,IN,500/1000,500,984.02,0,FEMALE,JD,transport-moving,board-games,2/10/2015,Multi-vehicle Collision,Side Collision,SC,Columbus,5249 4th Ave,14,74700,7470,14940,52290,Nissan,Maxima,2007
8.58,26,979544,4/21/2014,IL,100/300,500,1354.83,0,MALE,MD,tech-support,sleeping,1/18/2015,Multi-vehicle Collision,Front Collision,NY,Arlington,4721 Cherokee Hwy,14,40600,4060,4060,32480,Volkswagen,Passat,2010
8.08,28,191891,2/11/2010,OH,100/300,1000,830.31,0,MALE,JD,farming-fishing,video-games,1/13/2015,Single Vehicle Collision,Rear Collision,SC,Springfield,8212 Flute Ridge,22,45270,10060,10060,25150,Jeep,Wrangler,2006
17.83,36,831479,6/4/2000,IL,100/300,2000,987.42,7000000,FEMALE,Associate,machine-op-inspct,kayaking,1/31/2015,Multi-vehicle Collision,Front Collision,NY,Springfield,3592 MLK Ridge,17,47080,4280,8560,34240,Saab,93,2006
36.50,57,714346,10/5/1991,OH,500/1000,500,1119.29,0,FEMALE,MD,machine-op-inspct,chess,1/15/2015,Single Vehicle Collision,Side Collision,SC,Hillsdale,6494 4th Ave,14,40700,4070,4070,32560,Volkswagen,Passat,2000
7.25,27,326289,1/3/2004,OH,100/300,500,1048.39,0,FEMALE,Masters,transport-moving,polo,2/13/2015,Single Vehicle Collision,Side Collision,NY,Riverwood,6608 Apache Lane,2,34650,6300,3150,25200,Ford,F150,1996
2.25,28,944537,7/23/1992,OH,500/1000,1000,1074.47,0,MALE,MD,protective-serv,camping,2/13/2015,Parked Car,?,WV,Riverwood,1553 Lincoln St,4,3200,400,400,2400,Jeep,Grand Cherokee,2012
17.17,42,779156,10/10/1993,IL,500/1000,1000,1230.76,0,MALE,High School,machine-op-inspct,yachting,1/3/2015,Single Vehicle Collision,Rear Collision,VA,Hillsdale,7628 4th Lane,2,78980,7180,14360,57440,Saab,92x,1997
10.58,31,856153,7/9/2002,OH,500/1000,500,1255.02,0,MALE,Associate,sales,reading,1/13/2015,Parked Car,?,SC,Riverwood,3028 5th St,10,6160,560,1120,4480,Nissan,Ultima,1996
35.17,60,473338,11/14/2010,IN,100/300,1000,1555.52,0,FEMALE,MD,machine-op-inspct,hiking,2/14/2015,Single Vehicle Collision,Front Collision,NC,Northbrook,8949 Rock Hwy,11,85250,15500,7750,62000,Mercedes,E400,1999
25.25,50,521694,3/3/1997,IL,100/300,2000,836.11,5000000,MALE,Masters,sales,camping,1/20/2015,Multi-vehicle Collision,Side Collision,SC,Springfield,9751 Tree St,1,72840,12140,6070,54630,Dodge,Neon,2010
19.00,40,136520,3/1/1997,IN,100/300,500,1450.98,0,MALE,Associate,exec-managerial,base-jumping,1/18/2015,Parked Car,?,WV,Northbend,4702 Texas Drive,20,6050,1100,1100,3850,Toyota,Camry,2010
19.92,39,730819,8/18/1990,IN,250/500,2000,625.08,0,FEMALE,JD,protective-serv,hiking,1/3/2015,Single Vehicle Collision,Front Collision,SC,Riverwood,2757 4th Hwy,10,87890,15980,7990,63920,BMW,X6,2014
27.50,47,912665,5/28/2014,IL,100/300,2000,1133.27,0,FEMALE,High School,craft-repair,chess,3/1/2015,Multi-vehicle Collision,Side Collision,NY,Northbrook,6678 Weaver Drive,20,60500,11000,5500,44000,Ford,F150,1999
10.67,35,469966,7/22/2004,IN,500/1000,500,1366.6,0,FEMALE,MD,machine-op-inspct,kayaking,1/1/2015,Multi-vehicle Collision,Front Collision,NY,Columbus,8667 Weaver Lane,10,88220,16040,16040,56140,Chevrolet,Malibu,2008
12.25,37,952300,8/2/2009,OH,500/1000,1000,1439.9,6000000,FEMALE,Associate,prof-specialty,video-games,1/29/2015,Multi-vehicle Collision,Rear Collision,SC,Springfield,4931 Maple Drive,2,53680,9760,4880,39040,Accura,MDX,2004
23.92,45,322609,7/5/2007,OH,500/1000,1000,1230.69,0,MALE,Masters,transport-moving,golf,1/10/2015,Single Vehicle Collision,Front Collision,VA,Springfield,3808 5th Ave,19,53800,5380,5380,43040,Accura,MDX,2006
11.83,29,890280,1/24/2010,OH,100/300,2000,1307.68,0,FEMALE,MD,craft-repair,dancing,1/29/2015,Single Vehicle Collision,Rear Collision,NY,Columbus,1725 Solo Lane,10,54360,4530,9060,40770,Mercedes,E400,1995
13.50,35,431583,5/15/2000,IL,500/1000,2000,1124.69,0,FEMALE,Masters,handlers-cleaners,bungie-jumping,2/20/2015,Single Vehicle Collision,Side Collision,WV,Arlington,8097 Maple Lane,14,54340,9880,4940,39520,Toyota,Camry,2001
11.67,35,155912,3/21/2008,OH,100/300,1000,1520.78,0,FEMALE,High School,craft-repair,chess,1/21/2015,Parked Car,?,SC,Columbus,3320 5th Hwy,5,2860,520,260,2080,Chevrolet,Tahoe,1997
8.83,28,110143,5/7/1990,OH,100/300,2000,1609.11,0,MALE,High School,craft-repair,polo,1/18/2015,Vehicle Theft,?,WV,Hillsdale,9573 2nd Ave,8,5490,0,1220,4270,Saab,95,1999
24.33,45,808544,2/5/1991,IL,500/1000,1000,1358.91,0,MALE,Masters,craft-repair,dancing,1/9/2015,Vehicle Theft,?,WV,Northbend,8336 1st Ridge,4,7370,670,1340,5360,Suburu,Impreza,1997
2.83,34,409074,3/19/1992,OH,500/1000,500,1295.87,0,FEMALE,PhD,priv-house-serv,chess,1/13/2015,Multi-vehicle Collision,Side Collision,NC,Columbus,3998 4th Hwy,4,50800,5080,5080,40640,Audi,A3,1997
24.17,48,824728,4/24/2013,IL,250/500,500,1161.03,5000000,MALE,Associate,adm-clerical,video-games,2/13/2015,Multi-vehicle Collision,Side Collision,VA,Northbrook,3966 Oak Hwy,20,41520,5190,5190,31140,Nissan,Ultima,2014
15.17,38,606037,4/10/2009,OH,500/1000,2000,1441.06,0,FEMALE,Masters,armed-forces,movies,1/8/2015,Single Vehicle Collision,Side Collision,NY,Riverwood,7601 Andromedia Lane,18,89650,8150,16300,65200,Dodge,RAM,2005
30.17,55,636843,12/1/2008,OH,100/300,1000,1097.99,0,FEMALE,JD,other-service,base-jumping,2/17/2015,Multi-vehicle Collision,Rear Collision,NY,Hillsdale,5160 2nd Hwy,0,39690,0,0,39690,Suburu,Legacy,1998
11.92,32,111874,7/5/2000,IL,500/1000,1000,1464.42,0,FEMALE,High School,exec-managerial,golf,1/15/2015,Single Vehicle Collision,Rear Collision,SC,Springfield,3288 Tree Lane,1,62260,5660,5660,50940,Saab,92x,1995
15.25,38,439844,6/11/2014,IL,250/500,500,1543.68,0,FEMALE,Masters,prof-specialty,paintball,1/24/2015,Single Vehicle Collision,Side Collision,NC,Hillsdale,5874 1st Hwy,17,51920,9440,4720,37760,Audi,A3,2001
21.17,40,463513,4/23/1995,IL,250/500,500,1390.89,5000000,MALE,College,armed-forces,bungie-jumping,2/28/2015,Single Vehicle Collision,Front Collision,NY,Riverwood,6467 Best Ave,23,53460,9720,4860,38880,Volkswagen,Jetta,2009
20.75,43,577858,9/16/1990,OH,100/300,2000,1148.58,0,FEMALE,MD,adm-clerical,golf,2/16/2015,Multi-vehicle Collision,Rear Collision,SC,Arlington,6309 5th Ave,4,57100,5710,5710,45680,Honda,CRV,2014
14.08,36,607351,12/11/1998,IN,250/500,500,1616.26,0,MALE,High School,exec-managerial,yachting,2/9/2015,Multi-vehicle Collision,Front Collision,NY,Springfield,8212 Rock Ave,0,77440,14080,7040,56320,Dodge,Neon,2004
19.58,40,682754,10/9/1995,IL,500/1000,500,1398.94,0,MALE,College,craft-repair,bungie-jumping,1/24/2015,Single Vehicle Collision,Side Collision,NY,Riverwood,4107 MLK Ridge,11,68300,6830,13660,47810,Suburu,Forrestor,2003
9.33,32,757352,12/21/1999,OH,500/1000,1000,1238.92,0,MALE,Associate,other-service,base-jumping,2/11/2015,Parked Car,?,NY,Arlington,4558 3rd Hwy,4,5060,460,920,3680,Honda,CRV,2012
1.33,32,307469,7/28/2002,IL,100/300,1000,968.46,0,MALE,MD,tech-support,chess,1/27/2015,Multi-vehicle Collision,Side Collision,WV,Columbus,1762 Maple Hwy,0,59400,6600,13200,39600,Dodge,RAM,1995
10.67,31,526296,8/3/1993,IL,100/300,500,1045.12,0,FEMALE,High School,transport-moving,cross-fit,1/19/2015,Multi-vehicle Collision,Side Collision,NY,Springfield,5532 Francis Lane,2,69930,0,15540,54390,Ford,Escape,2013
8.58,27,658816,12/16/2007,IN,100/300,1000,1537.33,0,FEMALE,College,handlers-cleaners,board-games,2/20/2015,Multi-vehicle Collision,Front Collision,NY,Springfield,6158 Sky Ridge,11,77700,7770,15540,54390,Jeep,Wrangler,2008
29.67,54,913337,2/10/2008,OH,500/1000,500,912.3,0,MALE,College,prof-specialty,yachting,1/10/2015,Multi-vehicle Collision,Front Collision,SC,Northbend,9214 Elm Ridge,23,68750,12500,12500,43750,Audi,A5,2007
9.08,29,488464,10/1/2006,OH,100/300,2000,1007.28,6000000,FEMALE,High School,adm-clerical,movies,2/21/2015,Multi-vehicle Collision,Side Collision,NY,Riverwood,1833 Solo Ave,17,91080,16560,16560,57960,Jeep,Wrangler,1995
0.17,20,480094,3/9/2003,IN,500/1000,1000,1189.98,4000000,FEMALE,High School,craft-repair,golf,2/1/2015,Single Vehicle Collision,Side Collision,WV,Columbus,1953 Sky Lane,22,48360,4030,8060,36270,Audi,A5,2000
16.50,34,263108,5/29/2003,OH,250/500,1000,1576.41,0,MALE,Associate,handlers-cleaners,kayaking,2/25/2015,Single Vehicle Collision,Side Collision,WV,Hillsdale,6834 1st Drive,18,95000,9500,9500,76000,Ford,F150,2001
8.92,32,298412,5/6/2002,OH,100/300,500,1172.82,4000000,MALE,Associate,machine-op-inspct,yachting,2/24/2015,Vehicle Theft,?,SC,Arlington,9562 4th Ridge,8,3900,780,390,2730,Ford,F150,2010
21.00,39,261905,2/28/2004,IL,500/1000,500,1312.22,9000000,MALE,High School,transport-moving,cross-fit,2/21/2015,Multi-vehicle Collision,Front Collision,NC,Riverwood,4835 Britain Ridge,15,59400,11880,5940,41580,Jeep,Grand Cherokee,2010
25.25,43,674485,1/14/1999,OH,500/1000,1000,671.01,7000000,FEMALE,Associate,machine-op-inspct,camping,1/8/2015,Single Vehicle Collision,Rear Collision,NC,Springfield,8548 Cherokee Ridge,20,60210,6690,6690,46830,Nissan,Maxima,2013
8.42,32,223404,1/23/2002,IL,250/500,500,895.14,0,MALE,JD,sales,video-games,1/10/2015,Single Vehicle Collision,Front Collision,SC,Columbus,2352 MLK Drive,4,43600,8720,4360,30520,Suburu,Legacy,2010
37.17,57,991480,12/9/1992,IN,100/300,2000,1373.21,0,MALE,College,adm-clerical,sleeping,2/14/2015,Multi-vehicle Collision,Front Collision,SC,Northbrook,9734 2nd Ridge,10,62800,6280,12560,43960,Jeep,Wrangler,2012
27.50,48,804219,6/24/1998,OH,250/500,1000,1625.65,0,MALE,College,farming-fishing,skydiving,2/26/2015,Single Vehicle Collision,Side Collision,VA,Springfield,3122 Apache Drive,10,59500,11900,5950,41650,Dodge,Neon,2006
17.58,37,483088,1/6/2011,OH,250/500,2000,1295.63,4000000,FEMALE,PhD,armed-forces,skydiving,1/30/2015,Multi-vehicle Collision,Front Collision,WV,Northbend,9816 Britain St,22,53460,5940,5940,41580,Honda,CRV,2009
14.33,33,100804,2/24/2012,IL,100/300,1000,1459.96,6000000,FEMALE,High School,adm-clerical,reading,1/7/2015,Multi-vehicle Collision,Side Collision,NY,Northbend,8214 Flute St,15,41690,7580,7580,26530,Saab,95,1999
26.33,46,941807,6/25/2011,OH,100/300,500,1219.94,7000000,FEMALE,Masters,prof-specialty,paintball,2/27/2015,Single Vehicle Collision,Side Collision,NY,Arlington,6259 Lincoln Hwy,13,63100,6310,12620,44170,Accura,TL,2000
36.25,60,593466,11/21/2006,OH,500/1000,500,1064.49,5000000,MALE,Associate,priv-house-serv,chess,2/13/2015,Single Vehicle Collision,Front Collision,WV,Arlington,4492 Andromedia Ave,23,62880,5240,10480,47160,Mercedes,E400,2007
28.67,51,437442,6/27/2008,IL,100/300,1000,959.83,0,FEMALE,Masters,sales,paintball,2/2/2015,Multi-vehicle Collision,Side Collision,NY,Northbend,6179 3rd Ridge,18,75400,17400,11600,46400,BMW,X6,2006
17.00,40,942106,8/30/1993,OH,250/500,2000,1767.02,0,MALE,JD,machine-op-inspct,hiking,2/27/2015,Single Vehicle Collision,Rear Collision,SC,Arlington,3799 Embaracadero Drive,7,46200,4200,8400,33600,Audi,A5,1997
23.17,47,794951,4/21/2008,IN,500/1000,500,1285.01,0,MALE,Masters,machine-op-inspct,sleeping,2/2/2015,Single Vehicle Collision,Rear Collision,VA,Hillsdale,5071 1st Lane,21,58500,5850,5850,46800,Toyota,Camry,2010
36.17,57,182450,6/23/2000,OH,500/1000,2000,1422.95,0,MALE,JD,transport-moving,bungie-jumping,1/17/2015,Multi-vehicle Collision,Rear Collision,SC,Columbus,6574 4th Drive,15,66240,11040,11040,44160,Nissan,Maxima,2003
17.42,36,730973,1/11/2010,IN,100/300,2000,1223.39,0,FEMALE,MD,craft-repair,camping,1/12/2015,Multi-vehicle Collision,Rear Collision,PA,Hillsdale,2711 Britain Ave,17,65440,8180,8180,49080,Jeep,Wrangler,2014
20.83,43,687755,3/28/1990,IL,500/1000,2000,1539.06,0,MALE,Masters,sales,exercise,1/20/2015,Single Vehicle Collision,Front Collision,SC,Hillsdale,4214 MLK Ridge,2,64200,10700,10700,42800,Ford,F150,2002
5.08,25,757644,1/29/1998,IN,100/300,2000,988.06,0,FEMALE,Masters,other-service,dancing,2/5/2015,Multi-vehicle Collision,Rear Collision,WV,Northbend,7976 Britain Drive,1,32320,4040,4040,24240,Dodge,RAM,2000
6.67,28,998865,12/5/2014,IL,500/1000,1000,1740.57,0,FEMALE,College,farming-fishing,golf,1/20/2015,Single Vehicle Collision,Rear Collision,SC,Northbend,4995 Weaver Ridge,3,33480,3720,3720,26040,Dodge,Neon,2011
2.08,38,944953,12/7/1995,OH,250/500,1000,1540.91,7000000,MALE,College,adm-clerical,polo,2/24/2015,Vehicle Theft,?,VA,Northbend,1515 Embaracadero St,0,4320,480,960,2880,Toyota,Corolla,1995
0.33,29,386429,5/27/2002,IL,250/500,500,1381.88,5000000,MALE,High School,tech-support,exercise,2/21/2015,Vehicle Theft,?,SC,Hillsdale,2968 Andromedia Ave,4,4200,840,420,2940,Jeep,Wrangler,2008
2.67,29,108270,8/9/2002,OH,100/300,500,1446.98,0,MALE,MD,adm-clerical,sleeping,2/11/2015,Multi-vehicle Collision,Front Collision,NY,Arlington,9236 2nd Hwy,11,57970,10540,5270,42160,Saab,93,2006
10.42,31,205134,12/2/2012,IN,500/1000,500,1220.86,0,MALE,JD,other-service,paintball,1/24/2015,Parked Car,?,NY,Arlington,9639 Britain Ridge,4,4320,0,960,3360,Saab,93,2003
23.00,45,749325,3/22/2000,IL,500/1000,500,948.1,0,FEMALE,High School,machine-op-inspct,reading,1/6/2015,Multi-vehicle Collision,Front Collision,SC,Columbus,9422 Washington Ridge,11,69300,13860,6930,48510,Ford,Escape,2010
12.33,30,774303,4/13/2002,OH,100/300,500,1471.24,0,FEMALE,Masters,farming-fishing,camping,1/15/2015,Multi-vehicle Collision,Side Collision,NC,Riverwood,1213 4th Lane,4,32480,4060,4060,24360,Dodge,Neon,1997
18.50,38,698470,6/17/2008,IN,100/300,2000,1157.97,0,MALE,MD,machine-op-inspct,hiking,2/22/2015,Single Vehicle Collision,Front Collision,NY,Hillsdale,3872 5th Drive,20,60480,6720,6720,47040,Accura,TL,2001
2.67,38,719989,4/7/1994,IL,250/500,2000,566.11,5000000,MALE,Associate,armed-forces,polo,1/21/2015,Parked Car,?,NC,Springfield,9397 5th Hwy,22,2640,440,440,1760,Honda,CRV,2015
6.50,27,309323,2/29/1992,OH,500/1000,500,1060.88,0,MALE,JD,other-service,skydiving,2/3/2015,Parked Car,?,SC,Northbend,8876 1st St,4,6050,550,1100,4400,Volkswagen,Passat,2009
19.83,43,444035,5/11/1996,OH,250/500,1000,1524.45,4000000,MALE,High School,handlers-cleaners,chess,2/16/2015,Multi-vehicle Collision,Rear Collision,NC,Hillsdale,3397 5th Ave,21,42700,4270,4270,34160,Saab,92x,1995
26.08,47,431478,4/3/2013,IN,250/500,1000,1556.17,0,MALE,College,prof-specialty,reading,2/7/2015,Single Vehicle Collision,Front Collision,SC,Hillsdale,3263 Pine Ridge,20,40260,3660,7320,29280,Accura,MDX,1996
27.83,50,797634,11/12/2009,OH,500/1000,500,1216.24,0,MALE,Masters,priv-house-serv,polo,1/14/2015,Single Vehicle Collision,Rear Collision,NY,Columbus,8639 5th Hwy,7,50000,5000,10000,35000,Chevrolet,Silverado,2008
15.83,35,284836,11/5/2008,IN,250/500,500,1484.72,5000000,FEMALE,High School,tech-support,golf,2/2/2015,Parked Car,?,NY,Riverwood,5743 4th Ridge,4,3840,640,320,2880,Saab,92x,1998
16.17,41,238196,2/15/1993,IL,250/500,500,1203.81,0,MALE,JD,transport-moving,video-games,2/6/2015,Multi-vehicle Collision,Rear Collision,WV,Springfield,3555 Francis Ridge,17,95900,13700,20550,61650,Saab,95,1999
24.17,47,885789,7/21/2008,IN,250/500,1000,1393.34,0,MALE,High School,exec-managerial,bungie-jumping,1/15/2015,Multi-vehicle Collision,Side Collision,WV,Northbend,4939 Oak Lane,20,56160,6240,12480,37440,Audi,A5,2002
2.17,42,287436,9/11/2010,OH,100/300,1000,1484.48,0,MALE,PhD,armed-forces,sleeping,2/24/2015,Single Vehicle Collision,Side Collision,SC,Riverwood,3100 Best St,10,63030,5730,11460,45840,Saab,92x,1996
21.17,41,496067,12/22/1995,IL,250/500,500,1581.27,5000000,FEMALE,PhD,handlers-cleaners,skydiving,1/7/2015,Single Vehicle Collision,Front Collision,NY,Riverwood,3029 5th Ave,8,63470,5770,11540,46160,BMW,X6,1999
16.58,38,206004,9/26/1991,IL,250/500,1000,1281.25,0,FEMALE,High School,tech-support,movies,2/4/2015,Single Vehicle Collision,Front Collision,WV,Columbus,8941 Solo Ridge,6,44440,8080,4040,32320,BMW,X6,2007
11.42,35,153027,3/11/2010,IN,250/500,500,1667.83,0,MALE,JD,prof-specialty,paintball,2/4/2015,Parked Car,?,WV,Northbrook,4447 Francis Hwy,4,6600,1200,1200,4200,Jeep,Grand Cherokee,2005
11.17,36,469426,7/15/1990,OH,250/500,1000,1497.41,0,MALE,PhD,machine-op-inspct,kayaking,1/25/2015,Multi-vehicle Collision,Side Collision,WV,Northbrook,7701 Tree St,17,77200,9650,9650,57900,Ford,Escape,1996
6.08,30,654974,5/10/2009,OH,100/300,500,803.36,0,FEMALE,High School,protective-serv,reading,2/25/2015,Multi-vehicle Collision,Rear Collision,WV,Springfield,4653 Pine St,15,57000,0,11400,45600,Audi,A3,2013
24.08,45,943425,10/28/1999,OH,250/500,2000,1221.41,0,FEMALE,Masters,farming-fishing,movies,2/27/2015,Vehicle Theft,?,WV,Riverwood,8742 4th St,9,2700,300,300,2100,Honda,Accord,2006
14.67,36,641845,3/30/1995,OH,250/500,500,1865.83,5000000,MALE,College,transport-moving,kayaking,2/11/2015,Single Vehicle Collision,Rear Collision,WV,Hillsdale,7316 Texas Ave,17,47300,4300,8600,34400,Volkswagen,Jetta,2006
12.08,37,794534,12/14/1991,OH,250/500,2000,1434.27,0,FEMALE,Associate,tech-support,sleeping,1/4/2015,Single Vehicle Collision,Rear Collision,VA,Arlington,2950 MLK Ave,13,55110,5010,10020,40080,Nissan,Maxima,2002
13.67,31,357808,1/31/2011,IN,500/1000,500,1114.68,0,FEMALE,Associate,other-service,reading,1/26/2015,Vehicle Theft,?,SC,Springfield,8233 Tree Drive,5,4320,480,480,3360,Mercedes,E400,2002
15.50,38,536052,4/21/2006,OH,250/500,2000,1218.56,0,FEMALE,Masters,transport-moving,video-games,3/1/2015,Multi-vehicle Collision,Front Collision,VA,Arlington,4642 Rock Ridge,23,68760,11460,5730,51570,Saab,95,1998
7.08,31,873384,3/10/2004,IL,250/500,2000,1234.69,9000000,FEMALE,MD,tech-support,paintball,2/6/2015,Multi-vehicle Collision,Front Collision,WV,Arlington,7733 Britain Lane,1,74400,14880,7440,52080,BMW,M5,2003
13.50,33,790225,1/5/1991,OH,250/500,500,964.92,0,FEMALE,Associate,exec-managerial,base-jumping,2/9/2015,Multi-vehicle Collision,Rear Collision,NY,Hillsdale,2753 Cherokee Ave,17,35300,3530,3530,28240,Mercedes,E400,1996
33.00,57,587498,10/15/1996,IL,500/1000,500,1351.72,0,MALE,High School,tech-support,camping,2/5/2015,Parked Car,?,NY,Springfield,3995 Lincoln Hwy,3,2640,480,480,1680,Volkswagen,Passat,2000
22.50,41,639027,6/21/1994,IL,250/500,1000,817.28,0,MALE,High School,sales,cross-fit,1/3/2015,Multi-vehicle Collision,Rear Collision,SC,Columbus,4095 MLK St,17,60190,4630,9260,46300,Mercedes,ML350,2014
14.00,39,217899,6/13/1994,IL,500/1000,1000,1389.59,0,FEMALE,Masters,machine-op-inspct,exercise,2/24/2015,Multi-vehicle Collision,Rear Collision,NY,Northbend,5782 Rock Drive,23,41580,3780,7560,30240,Chevrolet,Malibu,2015
22.83,45,589094,5/27/2003,IN,250/500,1000,1353.53,0,FEMALE,JD,tech-support,cross-fit,1/14/2015,Single Vehicle Collision,Side Collision,NY,Columbus,2900 Sky Drive,13,58500,11700,0,46800,Accura,MDX,1995
21.92,43,458829,7/6/1996,IN,500/1000,1000,1294.04,0,FEMALE,Masters,handlers-cleaners,movies,1/8/2015,Single Vehicle Collision,Rear Collision,SC,Riverwood,1515 Pine Lane,17,79320,13220,6610,59490,Nissan,Ultima,1997
12.67,33,626208,5/8/2005,OH,100/300,1000,840.81,0,FEMALE,High School,farming-fishing,chess,2/14/2015,Single Vehicle Collision,Rear Collision,NY,Arlington,4876 Washington Drive,2,82610,7510,7510,67590,Ford,Escape,2002
3.83,41,315041,11/2/2010,OH,100/300,2000,998.19,0,FEMALE,MD,priv-house-serv,video-games,1/23/2015,Multi-vehicle Collision,Rear Collision,SC,Hillsdale,5779 2nd Lane,23,78600,13100,19650,45850,Dodge,RAM,2004
